seed,condition,seq_length,noise_rate,seq_id,queried_key,target_value,predicted_value,correct,distractor_leakage_events,mutex_violation_ticks,mean_firing_density
86041,ablation_unshielded_retrieval,512,0.01,21,9,1,0,0,6160,5844,0.111086
90137,ablation_unshielded_retrieval,512,0.01,22,4,1,0,0,6277,6132,0.095878
94233,ablation_unshielded_retrieval,512,0.01,23,13,0,1,0,5824,6072,0.102392
98329,ablation_unshielded_retrieval,512,0.01,24,2,0,0,1,6496,6108,0.097595
102425,ablation_unshielded_retrieval,512,0.01,25,15,0,1,0,6736,6048,0.098329
106521,ablation_unshielded_retrieval,512,0.01,26,2,1,0,0,5360,6084,0.106198
110617,ablation_unshielded_retrieval,512,0.01,27,14,1,0,0,4352,5520,0.070903
114713,ablation_unshielded_retrieval,512,0.01,28,6,0,0,1,6384,5700,0.107621
118809,ablation_unshielded_retrieval,512,0.01,29,2,1,0,0,3872,5280,0.093694
122905,ablation_unshielded_retrieval,512,0.01,30,3,0,1,0,6608,6108,0.095367
127001,ablation_unshielded_retrieval,512,0.01,31,10,0,0,1,4624,5148,0.085299
131097,ablation_unshielded_retrieval,512,0.01,32,9,0,1,0,6112,5928,0.091708
135193,ablation_unshielded_retrieval,512,0.01,33,4,1,0,0,4512,6084,0.092318
139289,ablation_unshielded_retrieval,512,0.01,34,15,0,1,0,5600,5676,0.092559
143385,ablation_unshielded_retrieval,512,0.01,35,5,0,1,0,6880,6120,0.099227
147481,ablation_unshielded_retrieval,512,0.01,36,1,0,1,0,6352,6144,0.099455
151577,ablation_unshielded_retrieval,512,0.01,37,1,1,0,0,4432,4800,0.091829
155673,ablation_unshielded_retrieval,512,0.01,38,2,0,0,1,5168,5496,0.102595
159769,ablation_unshielded_retrieval,512,0.01,39,11,0,1,0,5872,5208,0.102299
163865,ablation_unshielded_retrieval,512,0.01,40,14,1,0,0,4928,6084,0.096775
167961,ablation_unshielded_retrieval,512,0.01,41,7,0,0,1,5152,5964,0.101157
172057,ablation_unshielded_retrieval,512,0.01,42,2,1,0,0,6304,5832,0.109783
176153,ablation_unshielded_retrieval,512,0.01,43,6,1,1,1,4768,5904,0.086453
180249,ablation_unshielded_retrieval,512,0.01,44,2,0,1,0,5024,4308,0.095643
184345,ablation_unshielded_retrieval,512,0.01,45,9,1,1,1,4384,5412,0.084638
188441,ablation_unshielded_retrieval,512,0.01,46,9,0,0,1,3824,5952,0.077125
192537,ablation_unshielded_retrieval,512,0.01,47,0,0,0,1,5152,6084,0.106010
196633,ablation_unshielded_retrieval,512,0.01,48,13,1,1,1,6192,5328,0.111195
200729,ablation_unshielded_retrieval,512,0.01,49,11,1,1,1,6096,5868,0.099088
204825,ablation_unshielded_retrieval,512,0.01,50,2,1,1,1,5376,5940,0.097697
4122,ablation_unshielded_retrieval,512,0.01,1,0,1,1,1,5456,5568,0.107734
8218,ablation_unshielded_retrieval,512,0.01,2,12,1,0,0,5648,5988,0.093854
12314,ablation_unshielded_retrieval,512,0.01,3,11,0,1,0,5888,5460,0.094450
16410,ablation_unshielded_retrieval,512,0.01,4,14,1,1,1,5504,6120,0.106671
20506,ablation_unshielded_retrieval,512,0.01,5,7,0,0,1,2048,5928,0.064244
24602,ablation_unshielded_retrieval,512,0.01,6,4,1,1,1,7008,5964,0.095523
28698,ablation_unshielded_retrieval,512,0.01,7,3,0,0,1,5440,5808,0.103057
32794,ablation_unshielded_retrieval,512,0.01,8,9,1,1,1,5984,6024,0.087554
36890,ablation_unshielded_retrieval,512,0.01,9,11,0,0,1,6357,5772,0.096400
40986,ablation_unshielded_retrieval,512,0.01,10,12,0,0,1,6016,5160,0.110727
45082,ablation_unshielded_retrieval,512,0.01,11,10,1,1,1,4960,6000,0.093279
49178,ablation_unshielded_retrieval,512,0.01,12,11,1,0,0,5184,6132,0.078598
53274,ablation_unshielded_retrieval,512,0.01,13,13,1,1,1,5936,5904,0.082904
57370,ablation_unshielded_retrieval,512,0.01,14,8,1,1,1,4080,5724,0.084290
61466,ablation_unshielded_retrieval,512,0.01,15,13,1,1,1,6325,6000,0.114996
65562,ablation_unshielded_retrieval,512,0.01,16,8,1,0,0,4896,5856,0.105308
69658,ablation_unshielded_retrieval,512,0.01,17,11,1,0,0,3349,6072,0.077870
73754,ablation_unshielded_retrieval,512,0.01,18,2,1,0,0,6672,5688,0.106291
77850,ablation_unshielded_retrieval,512,0.01,19,11,0,0,1,5216,5232,0.088459
81946,ablation_unshielded_retrieval,512,0.01,20,0,0,0,1,6464,6036,0.097681
86042,ablation_unshielded_retrieval,512,0.01,21,13,1,0,0,3488,5736,0.086891
90138,ablation_unshielded_retrieval,512,0.01,22,1,0,1,0,6224,5652,0.084712
94234,ablation_unshielded_retrieval,512,0.01,23,9,0,0,1,5840,6084,0.087902
98330,ablation_unshielded_retrieval,512,0.01,24,3,0,0,1,4464,5460,0.106215
102426,ablation_unshielded_retrieval,512,0.01,25,15,0,0,1,5696,5832,0.095731
106522,ablation_unshielded_retrieval,512,0.01,26,15,1,1,1,4272,6048,0.089077
110618,ablation_unshielded_retrieval,512,0.01,27,10,1,1,1,7184,6096,0.109823
114714,ablation_unshielded_retrieval,512,0.01,28,13,0,1,0,6608,6000,0.105449
118810,ablation_unshielded_retrieval,512,0.01,29,5,1,0,0,5872,6036,0.103188
122906,ablation_unshielded_retrieval,512,0.01,30,8,1,0,0,6096,5964,0.096937
127002,ablation_unshielded_retrieval,512,0.01,31,1,1,0,0,6096,5700,0.115746
131098,ablation_unshielded_retrieval,512,0.01,32,10,1,1,1,6800,5892,0.112913
135194,ablation_unshielded_retrieval,512,0.01,33,8,0,0,1,6512,5880,0.109169
139290,ablation_unshielded_retrieval,512,0.01,34,1,0,1,0,4192,3672,0.084446
143386,ablation_unshielded_retrieval,512,0.01,35,10,0,1,0,5088,5388,0.091841
147482,ablation_unshielded_retrieval,512,0.01,36,4,1,0,0,5056,5712,0.092108
151578,ablation_unshielded_retrieval,512,0.01,37,0,0,0,1,5584,5868,0.087147
155674,ablation_unshielded_retrieval,512,0.01,38,0,1,0,0,6336,6096,0.099111
159770,ablation_unshielded_retrieval,512,0.01,39,11,0,0,1,5264,5856,0.091619
163866,ablation_unshielded_retrieval,512,0.01,40,12,1,0,0,6640,5760,0.126859
167962,ablation_unshielded_retrieval,512,0.01,41,7,0,1,0,6000,5928,0.097797
172058,ablation_unshielded_retrieval,512,0.01,42,3,1,0,0,6176,5820,0.101256
176154,ablation_unshielded_retrieval,512,0.01,43,6,1,1,1,5936,6108,0.105080
180250,ablation_unshielded_retrieval,512,0.01,44,8,0,0,1,6064,6132,0.107416
184346,ablation_unshielded_retrieval,512,0.01,45,3,1,1,1,5216,5304,0.096096
188442,ablation_unshielded_retrieval,512,0.01,46,13,0,1,0,5744,5136,0.102671
192538,ablation_unshielded_retrieval,512,0.01,47,5,1,0,0,6362,5748,0.094293
196634,ablation_unshielded_retrieval,512,0.01,48,3,0,1,0,5040,4752,0.106647
200730,ablation_unshielded_retrieval,512,0.01,49,10,0,0,1,6336,6036,0.106213
204826,ablation_unshielded_retrieval,512,0.01,50,11,0,1,0,6038,6072,0.085723
4123,ablation_unshielded_retrieval,512,0.01,1,5,1,1,1,5760,5304,0.097075
8219,ablation_unshielded_retrieval,512,0.01,2,9,0,1,0,4880,5712,0.087105
12315,ablation_unshielded_retrieval,512,0.01,3,9,1,1,1,4512,5940,0.086953
16411,ablation_unshielded_retrieval,512,0.01,4,11,1,1,1,4384,5604,0.098649
20507,ablation_unshielded_retrieval,512,0.01,5,13,0,1,0,5840,5256,0.092270
24603,ablation_unshielded_retrieval,512,0.01,6,0,0,1,0,5808,6132,0.102448
28699,ablation_unshielded_retrieval,512,0.01,7,2,1,1,1,6896,6024,0.100209
32795,ablation_unshielded_retrieval,512,0.01,8,5,0,1,0,4992,5280,0.089807
36891,ablation_unshielded_retrieval,512,0.01,9,5,1,0,0,4576,5892,0.080697
40987,ablation_unshielded_retrieval,512,0.01,10,9,0,1,0,5360,6132,0.099976
45083,ablation_unshielded_retrieval,512,0.01,11,2,1,0,0,6464,6084,0.090384
49179,ablation_unshielded_retrieval,512,0.01,12,9,1,0,0,3888,5772,0.084046
53275,ablation_unshielded_retrieval,512,0.01,13,11,0,1,0,3632,5952,0.070781
57371,ablation_unshielded_retrieval,512,0.01,14,11,0,0,1,5152,6000,0.093981
61467,ablation_unshielded_retrieval,512,0.01,15,3,1,0,0,5861,6060,0.112380
65563,ablation_unshielded_retrieval,512,0.01,16,13,0,1,0,7056,6132,0.112888
69659,ablation_unshielded_retrieval,512,0.01,17,0,1,0,0,5744,6060,0.104192
73755,ablation_unshielded_retrieval,512,0.01,18,15,1,1,1,6576,6144,0.095306
77851,ablation_unshielded_retrieval,512,0.01,19,3,0,1,0,4528,5688,0.105165
81947,ablation_unshielded_retrieval,512,0.01,20,10,0,1,0,5904,5964,0.090722
86043,ablation_unshielded_retrieval,512,0.01,21,12,0,1,0,6096,6036,0.092482
90139,ablation_unshielded_retrieval,512,0.01,22,14,0,0,1,5904,5988,0.094896
94235,ablation_unshielded_retrieval,512,0.01,23,2,0,1,0,4880,5976,0.089941
98331,ablation_unshielded_retrieval,512,0.01,24,6,0,1,0,5872,5880,0.103949
102427,ablation_unshielded_retrieval,512,0.01,25,8,1,0,0,5488,5388,0.112115
106523,ablation_unshielded_retrieval,512,0.01,26,1,0,0,1,6720,6144,0.090936
110619,ablation_unshielded_retrieval,512,0.01,27,3,0,1,0,5840,6144,0.095061
114715,ablation_unshielded_retrieval,512,0.01,28,1,0,0,1,4256,5184,0.084695
118811,ablation_unshielded_retrieval,512,0.01,29,15,1,0,0,3088,4512,0.070431
122907,ablation_unshielded_retrieval,512,0.01,30,5,0,0,1,5728,6132,0.100857
127003,ablation_unshielded_retrieval,512,0.01,31,11,1,0,0,6000,6060,0.100502
131099,ablation_unshielded_retrieval,512,0.01,32,13,1,0,0,5456,5796,0.091850
135195,ablation_unshielded_retrieval,512,0.01,33,12,1,0,0,4256,5196,0.077461
139291,ablation_unshielded_retrieval,512,0.01,34,12,0,0,1,5909,6048,0.091627
143387,ablation_unshielded_retrieval,512,0.01,35,11,1,1,1,3574,5904,0.072485
147483,ablation_unshielded_retrieval,512,0.01,36,3,0,0,1,7248,6012,0.105025
151579,ablation_unshielded_retrieval,512,0.01,37,11,0,0,1,5664,5820,0.100082
155675,ablation_unshielded_retrieval,512,0.01,38,6,1,0,0,5760,5580,0.110024
159771,ablation_unshielded_retrieval,512,0.01,39,10,0,1,0,5493,5988,0.080958
163867,ablation_unshielded_retrieval,512,0.01,40,11,1,0,0,6304,6132,0.102947
167963,ablation_unshielded_retrieval,512,0.01,41,14,0,1,0,4560,5484,0.074577
172059,ablation_unshielded_retrieval,512,0.01,42,10,0,1,0,6464,5964,0.108907
176155,ablation_unshielded_retrieval,512,0.01,43,12,0,1,0,6528,5856,0.110394
180251,ablation_unshielded_retrieval,512,0.01,44,7,0,0,1,4688,5616,0.108438
184347,ablation_unshielded_retrieval,512,0.01,45,5,1,0,0,4800,5928,0.093868
188443,ablation_unshielded_retrieval,512,0.01,46,10,1,1,1,6976,6084,0.090703
192539,ablation_unshielded_retrieval,512,0.01,47,4,0,0,1,6213,6000,0.120597
196635,ablation_unshielded_retrieval,512,0.01,48,13,1,1,1,6416,5892,0.103704
200731,ablation_unshielded_retrieval,512,0.01,49,12,0,1,0,5776,6060,0.099810
204827,ablation_unshielded_retrieval,512,0.01,50,5,1,1,1,6517,6144,0.088158
4124,ablation_unshielded_retrieval,512,0.01,1,11,1,0,0,3920,4968,0.087188
8220,ablation_unshielded_retrieval,512,0.01,2,0,0,1,0,5488,5292,0.095897
12316,ablation_unshielded_retrieval,512,0.01,3,6,0,0,1,6224,6084,0.106999
16412,ablation_unshielded_retrieval,512,0.01,4,2,1,1,1,5072,5736,0.108968
20508,ablation_unshielded_retrieval,512,0.01,5,6,0,0,1,5088,4740,0.091507
24604,ablation_unshielded_retrieval,512,0.01,6,9,0,0,1,4752,5784,0.082031
28700,ablation_unshielded_retrieval,512,0.01,7,10,0,1,0,6464,6012,0.113538
32796,ablation_unshielded_retrieval,512,0.01,8,11,0,1,0,6704,5928,0.105570
36892,ablation_unshielded_retrieval,512,0.01,9,4,0,0,1,4352,5076,0.080017
40988,ablation_unshielded_retrieval,512,0.01,10,3,0,1,0,6464,6108,0.097560
45084,ablation_unshielded_retrieval,512,0.01,11,11,0,0,1,6224,6132,0.098357
49180,ablation_unshielded_retrieval,512,0.01,12,13,1,0,0,6560,6060,0.105979
53276,ablation_unshielded_retrieval,512,0.01,13,15,1,1,1,5840,5652,0.095454
57372,ablation_unshielded_retrieval,512,0.01,14,9,0,0,1,5984,5928,0.104057
61468,ablation_unshielded_retrieval,512,0.01,15,10,0,0,1,7136,5940,0.111517
65564,ablation_unshielded_retrieval,512,0.01,16,5,1,1,1,5744,5976,0.086281
69660,ablation_unshielded_retrieval,512,0.01,17,5,1,0,0,4960,5868,0.093161
73756,ablation_unshielded_retrieval,512,0.01,18,0,0,1,0,5136,5256,0.081471
77852,ablation_unshielded_retrieval,512,0.01,19,15,0,0,1,7088,5916,0.086195
81948,ablation_unshielded_retrieval,512,0.01,20,7,0,1,0,5008,5796,0.085083
86044,ablation_unshielded_retrieval,512,0.01,21,1,1,0,0,5008,5676,0.100909
90140,ablation_unshielded_retrieval,512,0.01,22,5,1,1,1,4672,5124,0.096510
94236,ablation_unshielded_retrieval,512,0.01,23,12,1,1,1,5600,5568,0.093851
98332,ablation_unshielded_retrieval,512,0.01,24,5,1,0,0,6416,5736,0.108327
102428,ablation_unshielded_retrieval,512,0.01,25,1,1,1,1,4992,5220,0.103865
106524,ablation_unshielded_retrieval,512,0.01,26,0,1,1,1,6432,5604,0.102301
110620,ablation_unshielded_retrieval,512,0.01,27,4,0,0,1,5840,6072,0.103586
114716,ablation_unshielded_retrieval,512,0.01,28,1,0,1,0,6320,5652,0.107538
118812,ablation_unshielded_retrieval,512,0.01,29,9,1,1,1,6976,6024,0.101296
122908,ablation_unshielded_retrieval,512,0.01,30,10,1,1,1,4704,6060,0.097635
127004,ablation_unshielded_retrieval,512,0.01,31,9,1,1,1,5248,5928,0.111122
131100,ablation_unshielded_retrieval,512,0.01,32,5,1,1,1,6032,6036,0.101297
135196,ablation_unshielded_retrieval,512,0.01,33,3,1,1,1,4672,6084,0.104451
139292,ablation_unshielded_retrieval,512,0.01,34,10,1,0,0,5408,6072,0.113278
143388,ablation_unshielded_retrieval,512,0.01,35,0,1,0,0,6736,5928,0.101833
147484,ablation_unshielded_retrieval,512,0.01,36,3,0,0,1,5504,5376,0.077764
151580,ablation_unshielded_retrieval,512,0.01,37,1,1,0,0,5680,6072,0.079369
155676,ablation_unshielded_retrieval,512,0.01,38,1,0,1,0,4896,5604,0.103041
159772,ablation_unshielded_retrieval,512,0.01,39,11,1,1,1,6629,6132,0.096719
163868,ablation_unshielded_retrieval,512,0.01,40,4,0,0,1,5066,5028,0.068362
167964,ablation_unshielded_retrieval,512,0.01,41,7,0,0,1,6848,5964,0.104422
172060,ablation_unshielded_retrieval,512,0.01,42,11,1,1,1,5888,5628,0.102892
176156,ablation_unshielded_retrieval,512,0.01,43,5,0,0,1,5824,5076,0.086517
180252,ablation_unshielded_retrieval,512,0.01,44,6,1,0,0,5440,5316,0.103605
184348,ablation_unshielded_retrieval,512,0.01,45,10,1,1,1,6080,6144,0.097810
188444,ablation_unshielded_retrieval,512,0.01,46,15,0,0,1,4944,5868,0.090702
192540,ablation_unshielded_retrieval,512,0.01,47,9,0,1,0,6976,5964,0.113430
196636,ablation_unshielded_retrieval,512,0.01,48,5,1,0,0,5488,5700,0.095863
200732,ablation_unshielded_retrieval,512,0.01,49,8,0,0,1,5728,6096,0.083680
204828,ablation_unshielded_retrieval,512,0.01,50,10,0,1,0,5760,6012,0.100677
4125,ablation_unshielded_retrieval,512,0.01,1,11,1,1,1,4736,5208,0.093874
8221,ablation_unshielded_retrieval,512,0.01,2,0,0,0,1,4080,5808,0.067722
12317,ablation_unshielded_retrieval,512,0.01,3,3,0,1,0,4336,5352,0.085209
16413,ablation_unshielded_retrieval,512,0.01,4,5,1,1,1,6064,6108,0.103132
20509,ablation_unshielded_retrieval,512,0.01,5,6,1,1,1,6192,6132,0.095225
24605,ablation_unshielded_retrieval,512,0.01,6,9,0,1,0,6944,6084,0.092847
28701,ablation_unshielded_retrieval,512,0.01,7,5,1,0,0,6368,6084,0.100918
32797,ablation_unshielded_retrieval,512,0.01,8,6,0,1,0,5120,5856,0.090233
36893,ablation_unshielded_retrieval,512,0.01,9,13,0,0,1,5760,5760,0.073750
40989,ablation_unshielded_retrieval,512,0.01,10,9,0,1,0,6448,5760,0.098989
45085,ablation_unshielded_retrieval,512,0.01,11,8,0,1,0,5686,5676,0.074930
49181,ablation_unshielded_retrieval,512,0.01,12,5,0,0,1,5712,5904,0.092536
53277,ablation_unshielded_retrieval,512,0.01,13,15,0,1,0,5232,5484,0.085138
57373,ablation_unshielded_retrieval,512,0.01,14,4,1,0,0,4912,6084,0.086343
61469,ablation_unshielded_retrieval,512,0.01,15,11,1,0,0,5312,6096,0.111323
65565,ablation_unshielded_retrieval,512,0.01,16,15,0,1,0,3221,6108,0.079439
69661,ablation_unshielded_retrieval,512,0.01,17,9,1,1,1,6128,5976,0.088033
73757,ablation_unshielded_retrieval,512,0.01,18,9,1,1,1,4800,5724,0.095147
77853,ablation_unshielded_retrieval,512,0.01,19,14,1,1,1,6288,6024,0.099636
81949,ablation_unshielded_retrieval,512,0.01,20,9,1,0,0,6624,5832,0.092649
86045,ablation_unshielded_retrieval,512,0.01,21,9,0,0,1,6106,6144,0.089274
90141,ablation_unshielded_retrieval,512,0.01,22,6,1,1,1,5792,5904,0.103897
94237,ablation_unshielded_retrieval,512,0.01,23,12,1,0,0,4128,5712,0.078778
98333,ablation_unshielded_retrieval,512,0.01,24,14,1,0,0,6208,5940,0.102318
102429,ablation_unshielded_retrieval,512,0.01,25,8,0,1,0,5781,6024,0.081241
106525,ablation_unshielded_retrieval,512,0.01,26,13,0,0,1,5584,5052,0.106029
110621,ablation_unshielded_retrieval,512,0.01,27,12,0,1,0,6240,6144,0.090910
114717,ablation_unshielded_retrieval,512,0.01,28,1,0,0,1,5680,5952,0.077907
118813,ablation_unshielded_retrieval,512,0.01,29,7,1,0,0,4736,5580,0.095215
122909,ablation_unshielded_retrieval,512,0.01,30,9,1,1,1,6000,5880,0.105785
127005,ablation_unshielded_retrieval,512,0.01,31,7,0,0,1,5360,5676,0.103110
131101,ablation_unshielded_retrieval,512,0.01,32,12,0,0,1,5760,6132,0.099417
135197,ablation_unshielded_retrieval,512,0.01,33,5,0,0,1,6432,5760,0.111346
139293,ablation_unshielded_retrieval,512,0.01,34,0,1,0,0,6069,6120,0.109259
143389,ablation_unshielded_retrieval,512,0.01,35,3,1,1,1,6368,5760,0.108417
147485,ablation_unshielded_retrieval,512,0.01,36,9,0,0,1,5680,5916,0.101279
151581,ablation_unshielded_retrieval,512,0.01,37,5,1,0,0,6640,5988,0.105983
155677,ablation_unshielded_retrieval,512,0.01,38,10,0,1,0,5184,5808,0.094233
159773,ablation_unshielded_retrieval,512,0.01,39,11,0,0,1,6208,5940,0.096010
163869,ablation_unshielded_retrieval,512,0.01,40,5,0,0,1,3296,5760,0.079187
167965,ablation_unshielded_retrieval,512,0.01,41,12,1,0,0,5968,6108,0.090127
172061,ablation_unshielded_retrieval,512,0.01,42,0,0,0,1,5648,6048,0.108528
176157,ablation_unshielded_retrieval,512,0.01,43,12,1,1,1,6848,6000,0.104046
180253,ablation_unshielded_retrieval,512,0.01,44,0,0,0,1,5280,5376,0.116754
184349,ablation_unshielded_retrieval,512,0.01,45,9,1,0,0,3904,5256,0.073589
188445,ablation_unshielded_retrieval,512,0.01,46,14,1,0,0,6288,5952,0.091883
192541,ablation_unshielded_retrieval,512,0.01,47,3,1,1,1,5728,5856,0.088148
196637,ablation_unshielded_retrieval,512,0.01,48,2,0,1,0,5984,6144,0.101489
200733,ablation_unshielded_retrieval,512,0.01,49,11,1,1,1,3760,6012,0.081187
204829,ablation_unshielded_retrieval,512,0.01,50,3,0,1,0,7280,6108,0.111098
4126,ablation_unshielded_retrieval,512,0.01,1,15,0,1,0,5264,5640,0.102337
8222,ablation_unshielded_retrieval,512,0.01,2,4,1,1,1,6448,5760,0.092866
12318,ablation_unshielded_retrieval,512,0.01,3,2,0,1,0,5072,6000,0.102687
16414,ablation_unshielded_retrieval,512,0.01,4,1,1,0,0,5328,5796,0.092700
20510,ablation_unshielded_retrieval,512,0.01,5,4,0,0,1,5632,6012,0.106252
24606,ablation_unshielded_retrieval,512,0.01,6,0,0,1,0,5232,5232,0.095061
28702,ablation_unshielded_retrieval,512,0.01,7,4,0,0,1,6784,6060,0.108673
32798,ablation_unshielded_retrieval,512,0.01,8,2,1,1,1,5632,5844,0.102003
36894,ablation_unshielded_retrieval,512,0.01,9,13,0,1,0,5536,5436,0.097985
40990,ablation_unshielded_retrieval,512,0.01,10,12,1,1,1,2048,6048,0.060145
45086,ablation_unshielded_retrieval,512,0.01,11,5,0,1,0,5152,5952,0.091638
49182,ablation_unshielded_retrieval,512,0.01,12,10,0,0,1,4544,5940,0.095931
53278,ablation_unshielded_retrieval,512,0.01,13,10,1,0,0,6064,5688,0.121092
57374,ablation_unshielded_retrieval,512,0.01,14,6,1,1,1,6272,5868,0.110897
61470,ablation_unshielded_retrieval,512,0.01,15,8,0,0,1,5648,5340,0.088922
65566,ablation_unshielded_retrieval,512,0.01,16,12,1,1,1,4608,5472,0.100009
69662,ablation_unshielded_retrieval,512,0.01,17,15,1,0,0,4832,6000,0.075588
73758,ablation_unshielded_retrieval,512,0.01,18,6,0,0,1,6720,5700,0.103080
77854,ablation_unshielded_retrieval,512,0.01,19,3,0,1,0,5952,5868,0.111401
81950,ablation_unshielded_retrieval,512,0.01,20,7,0,0,1,6000,6024,0.094532
86046,ablation_unshielded_retrieval,512,0.01,21,0,0,0,1,5024,5712,0.102565
90142,ablation_unshielded_retrieval,512,0.01,22,8,1,1,1,5552,5676,0.095860
94238,ablation_unshielded_retrieval,512,0.01,23,6,0,0,1,5632,5640,0.081810
98334,ablation_unshielded_retrieval,512,0.01,24,8,1,0,0,5088,6108,0.085183
102430,ablation_unshielded_retrieval,512,0.01,25,15,1,0,0,4912,5916,0.092335
106526,ablation_unshielded_retrieval,512,0.01,26,10,1,0,0,4240,5364,0.081277
110622,ablation_unshielded_retrieval,512,0.01,27,7,1,1,1,6848,6120,0.112818
114718,ablation_unshielded_retrieval,512,0.01,28,2,1,1,1,4160,5868,0.082799
118814,ablation_unshielded_retrieval,512,0.01,29,7,0,1,0,6320,5568,0.114548
122910,ablation_unshielded_retrieval,512,0.01,30,10,1,0,0,6917,5964,0.098880
127006,ablation_unshielded_retrieval,512,0.01,31,6,0,0,1,6352,6000,0.094233
131102,ablation_unshielded_retrieval,512,0.01,32,9,1,0,0,6592,5904,0.093681
135198,ablation_unshielded_retrieval,512,0.01,33,10,1,1,1,6128,6120,0.107651
139294,ablation_unshielded_retrieval,512,0.01,34,7,1,0,0,6128,5868,0.105176
143390,ablation_unshielded_retrieval,512,0.01,35,2,1,0,0,6656,5964,0.107217
147486,ablation_unshielded_retrieval,512,0.01,36,6,0,0,1,7136,5628,0.102821
151582,ablation_unshielded_retrieval,512,0.01,37,2,0,0,1,5840,5916,0.116729
155678,ablation_unshielded_retrieval,512,0.01,38,12,1,0,0,5584,5904,0.089351
159774,ablation_unshielded_retrieval,512,0.01,39,13,0,1,0,4560,5760,0.108730
163870,ablation_unshielded_retrieval,512,0.01,40,0,0,0,1,4917,5940,0.077847
167966,ablation_unshielded_retrieval,512,0.01,41,11,0,1,0,4101,6132,0.085191
172062,ablation_unshielded_retrieval,512,0.01,42,2,1,0,0,6464,6000,0.108808
176158,ablation_unshielded_retrieval,512,0.01,43,13,0,0,1,5104,6024,0.078594
180254,ablation_unshielded_retrieval,512,0.01,44,5,0,0,1,4544,5916,0.084467
184350,ablation_unshielded_retrieval,512,0.01,45,10,0,1,0,6240,5976,0.104981
188446,ablation_unshielded_retrieval,512,0.01,46,2,0,0,1,6512,5988,0.117219
192542,ablation_unshielded_retrieval,512,0.01,47,4,1,0,0,6080,5616,0.102551
196638,ablation_unshielded_retrieval,512,0.01,48,6,1,1,1,6208,5916,0.105015
200734,ablation_unshielded_retrieval,512,0.01,49,1,1,0,0,6848,6000,0.095211
204830,ablation_unshielded_retrieval,512,0.01,50,0,1,0,0,4704,5928,0.104461
4097,ablation_unshielded_retrieval,64,0.05,1,14,1,0,0,608,768,0.118177
8193,ablation_unshielded_retrieval,64,0.05,2,3,0,1,0,352,756,0.100962
12289,ablation_unshielded_retrieval,64,0.05,3,2,0,1,0,528,684,0.133799
16385,ablation_unshielded_retrieval,64,0.05,4,1,1,1,1,608,720,0.132204
20481,ablation_unshielded_retrieval,64,0.05,5,13,0,1,0,592,744,0.125407
24577,ablation_unshielded_retrieval,64,0.05,6,4,0,0,1,576,768,0.113405
28673,ablation_unshielded_retrieval,64,0.05,7,12,1,0,0,496,756,0.108208
32769,ablation_unshielded_retrieval,64,0.05,8,15,0,0,1,496,720,0.119977
36865,ablation_unshielded_retrieval,64,0.05,9,14,0,0,1,400,708,0.102556
40961,ablation_unshielded_retrieval,64,0.05,10,2,0,1,0,496,708,0.119072
45057,ablation_unshielded_retrieval,64,0.05,11,12,1,1,1,400,528,0.105497
49153,ablation_unshielded_retrieval,64,0.05,12,13,0,0,1,464,768,0.111821
53249,ablation_unshielded_retrieval,64,0.05,13,9,0,0,1,592,732,0.134251
57345,ablation_unshielded_retrieval,64,0.05,14,14,0,1,0,528,756,0.122918
61441,ablation_unshielded_retrieval,64,0.05,15,8,0,1,0,400,768,0.109806
65537,ablation_unshielded_retrieval,64,0.05,16,14,1,1,1,592,732,0.129253
69633,ablation_unshielded_retrieval,64,0.05,17,10,0,0,1,560,768,0.139207
73729,ablation_unshielded_retrieval,64,0.05,18,10,1,1,1,560,744,0.127669
77825,ablation_unshielded_retrieval,64,0.05,19,0,0,1,0,544,720,0.113200
81921,ablation_unshielded_retrieval,64,0.05,20,13,0,0,1,608,720,0.112952
86017,ablation_unshielded_retrieval,64,0.05,21,6,1,1,1,400,684,0.108438
90113,ablation_unshielded_retrieval,64,0.05,22,3,0,0,1,528,768,0.107975
94209,ablation_unshielded_retrieval,64,0.05,23,7,1,1,1,608,720,0.120429
98305,ablation_unshielded_retrieval,64,0.05,24,8,1,1,1,688,756,0.130373
102401,ablation_unshielded_retrieval,64,0.05,25,7,0,1,0,544,756,0.143980
106497,ablation_unshielded_retrieval,64,0.05,26,2,1,0,0,544,744,0.120429
110593,ablation_unshielded_retrieval,64,0.05,27,9,1,1,1,528,732,0.122229
114689,ablation_unshielded_retrieval,64,0.05,28,1,1,0,0,640,768,0.130836
118785,ablation_unshielded_retrieval,64,0.05,29,9,0,0,1,400,540,0.103913
122881,ablation_unshielded_retrieval,64,0.05,30,13,1,0,0,528,756,0.130836
126977,ablation_unshielded_retrieval,64,0.05,31,14,1,0,0,672,756,0.134478
131073,ablation_unshielded_retrieval,64,0.05,32,14,0,0,1,512,732,0.118630
135169,ablation_unshielded_retrieval,64,0.05,33,14,0,1,0,352,660,0.092827
139265,ablation_unshielded_retrieval,64,0.05,34,11,0,0,1,496,636,0.124049
143361,ablation_unshielded_retrieval,64,0.05,35,4,1,0,0,704,768,0.162984
147457,ablation_unshielded_retrieval,64,0.05,36,0,0,0,1,592,756,0.135814
151553,ablation_unshielded_retrieval,64,0.05,37,2,0,1,0,592,768,0.128348
155649,ablation_unshielded_retrieval,64,0.05,38,10,0,0,1,544,768,0.116809
