seed,condition,seq_length,noise_rate,seq_id,queried_key,target_value,predicted_value,correct,distractor_leakage_events,mutex_violation_ticks,mean_firing_density
192542,active_associative,256,0.05,47,0,1,1,1,0,0,0.025556
196638,active_associative,256,0.05,48,4,1,1,1,0,0,0.033226
200734,active_associative,256,0.05,49,10,0,0,1,0,0,0.027404
204830,active_associative,256,0.05,50,3,0,0,1,0,0,0.031836
4097,active_associative,512,0.05,1,2,0,1,0,0,0,0.029187
8193,active_associative,512,0.05,2,7,1,1,1,0,0,0.030814
12289,active_associative,512,0.05,3,7,1,1,1,0,0,0.031027
16385,active_associative,512,0.05,4,11,1,1,1,0,0,0.025953
20481,active_associative,512,0.05,5,15,0,0,1,0,0,0.026879
24577,active_associative,512,0.05,6,14,1,1,1,0,0,0.028849
28673,active_associative,512,0.05,7,9,0,0,1,0,0,0.026075
32769,active_associative,512,0.05,8,0,1,1,1,0,0,0.035836
36865,active_associative,512,0.05,9,14,0,0,1,0,0,0.035356
40961,active_associative,512,0.05,10,2,0,0,1,0,0,0.031042
45057,active_associative,512,0.05,11,4,0,0,1,0,0,0.028477
49153,active_associative,512,0.05,12,12,0,0,1,0,0,0.020545
53249,active_associative,512,0.05,13,4,0,0,1,0,0,0.026097
57345,active_associative,512,0.05,14,2,0,0,1,0,0,0.025860
61441,active_associative,512,0.05,15,5,0,0,1,0,0,0.026907
65537,active_associative,512,0.05,16,12,1,1,1,0,0,0.037578
69633,active_associative,512,0.05,17,14,1,1,1,0,0,0.026550
73729,active_associative,512,0.05,18,2,0,0,1,0,0,0.028935
77825,active_associative,512,0.05,19,9,1,1,1,0,0,0.030311
81921,active_associative,512,0.05,20,11,1,1,1,0,0,0.032369
86017,active_associative,512,0.05,21,11,0,0,1,0,0,0.030977
90113,active_associative,512,0.05,22,5,0,0,1,0,0,0.035150
94209,active_associative,512,0.05,23,3,0,0,1,0,0,0.033465
98305,active_associative,512,0.05,24,4,0,0,1,0,0,0.027179
102401,active_associative,512,0.05,25,5,0,0,1,0,0,0.031581
106497,active_associative,512,0.05,26,9,0,0,1,0,0,0.028076
110593,active_associative,512,0.05,27,14,1,1,1,0,0,0.036797
114689,active_associative,512,0.05,28,9,1,1,1,0,0,0.028598
118785,active_associative,512,0.05,29,3,0,0,1,0,0,0.034820
122881,active_associative,512,0.05,30,10,0,0,1,0,0,0.026220
126977,active_associative,512,0.05,31,10,0,0,1,0,0,0.028750
131073,active_associative,512,0.05,32,0,0,0,1,0,0,0.029666
135169,active_associative,512,0.05,33,7,1,1,1,0,0,0.032518
139265,active_associative,512,0.05,34,6,1,1,1,0,0,0.036488
143361,active_associative,512,0.05,35,8,1,1,1,0,0,0.032289
147457,active_associative,512,0.05,36,4,0,0,1,0,0,0.028519
151553,active_associative,512,0.05,37,13,1,1,1,0,0,0.027639
155649,active_associative,512,0.05,38,12,0,1,0,0,0,0.020667
159745,active_associative,512,0.05,39,5,0,0,1,0,0,0.021089
163841,active_associative,512,0.05,40,15,1,1,1,0,0,0.027774
167937,active_associative,512,0.05,41,2,1,1,1,0,0,0.027008
172033,active_associative,512,0.05,42,5,0,0,1,0,0,0.027681
176129,active_associative,512,0.05,43,1,1,1,1,0,0,0.034768
180225,active_associative,512,0.05,44,2,1,1,1,0,0,0.034248
184321,active_associative,512,0.05,45,5,1,1,1,0,0,0.025201
188417,active_associative,512,0.05,46,5,1,1,1,0,0,0.025774
192513,active_associative,512,0.05,47,2,1,1,1,0,0,0.027784
196609,active_associative,512,0.05,48,0,0,0,1,0,0,0.026177
200705,active_associative,512,0.05,49,14,1,1,1,0,0,0.029264
204801,active_associative,512,0.05,50,15,1,1,1,0,0,0.031343
4098,active_associative,512,0.05,1,1,1,1,1,0,0,0.030957
8194,active_associative,512,0.05,2,10,1,1,1,0,0,0.034231
12290,active_associative,512,0.05,3,12,0,0,1,0,0,0.027517
16386,active_associative,512,0.05,4,15,1,1,1,0,0,0.034073
20482,active_associative,512,0.05,5,14,0,0,1,0,0,0.033342
24578,active_associative,512,0.05,6,11,0,0,1,0,0,0.026914
28674,active_associative,512,0.05,7,5,1,1,1,0,0,0.031357
32770,active_associative,512,0.05,8,13,0,0,1,0,0,0.035872
36866,active_associative,512,0.05,9,6,0,0,1,0,0,0.025660
40962,active_associative,512,0.05,10,1,0,0,1,0,0,0.027953
45058,active_associative,512,0.05,11,14,0,0,1,0,0,0.036116
49154,active_associative,512,0.05,12,14,1,1,1,0,0,0.024656
53250,active_associative,512,0.05,13,10,1,1,1,0,0,0.026978
57346,active_associative,512,0.05,14,11,0,1,0,0,0,0.033537
61442,active_associative,512,0.05,15,10,0,1,0,0,0,0.026951
65538,active_associative,512,0.05,16,14,1,1,1,0,0,0.029128
69634,active_associative,512,0.05,17,0,0,0,1,0,0,0.035558
73730,active_associative,512,0.05,18,12,1,1,1,0,0,0.033107
77826,active_associative,512,0.05,19,0,1,1,1,0,0,0.031315
81922,active_associative,512,0.05,20,9,0,0,1,0,0,0.030283
86018,active_associative,512,0.05,21,1,0,0,1,0,0,0.030812
90114,active_associative,512,0.05,22,4,1,1,1,0,0,0.031938
94210,active_associative,512,0.05,23,4,1,1,1,0,0,0.036094
98306,active_associative,512,0.05,24,6,1,0,0,0,0,0.033530
102402,active_associative,512,0.05,25,5,1,1,1,0,0,0.034188
106498,active_associative,512,0.05,26,1,0,0,1,0,0,0.032929
110594,active_associative,512,0.05,27,4,1,1,1,0,0,0.038602
114690,active_associative,512,0.05,28,4,0,0,1,0,0,0.033328
118786,active_associative,512,0.05,29,2,1,1,1,0,0,0.027566
122882,active_associative,512,0.05,30,11,1,1,1,0,0,0.034561
126978,active_associative,512,0.05,31,5,1,1,1,0,0,0.024206
131074,active_associative,512,0.05,32,4,1,1,1,0,0,0.028605
135170,active_associative,512,0.05,33,9,1,1,1,0,0,0.040029
139266,active_associative,512,0.05,34,11,0,0,1,0,0,0.024090
143362,active_associative,512,0.05,35,7,0,0,1,0,0,0.026570
147458,active_associative,512,0.05,36,6,0,0,1,0,0,0.026283
151554,active_associative,512,0.05,37,13,0,0,1,0,0,0.031129
155650,active_associative,512,0.05,38,3,1,1,1,0,0,0.023259
159746,active_associative,512,0.05,39,7,0,0,1,0,0,0.032102
163842,active_associative,512,0.05,40,13,0,1,0,0,0,0.035092
167938,active_associative,512,0.05,41,1,0,0,1,0,0,0.028756
172034,active_associative,512,0.05,42,10,0,0,1,0,0,0.028958
176130,active_associative,512,0.05,43,15,0,0,1,0,0,0.032654
180226,active_associative,512,0.05,44,15,0,0,1,0,0,0.029995
184322,active_associative,512,0.05,45,4,1,1,1,0,0,0.032657
188418,active_associative,512,0.05,46,12,1,1,1,0,0,0.027566
192514,active_associative,512,0.05,47,13,0,0,1,0,0,0.029782
196610,active_associative,512,0.05,48,9,1,1,1,0,0,0.031794
200706,active_associative,512,0.05,49,9,0,0,1,0,0,0.035909
204802,active_associative,512,0.05,50,9,1,1,1,0,0,0.030304
4099,active_associative,512,0.05,1,12,0,0,1,0,0,0.025832
8195,active_associative,512,0.05,2,2,1,1,1,0,0,0.023717
12291,active_associative,512,0.05,3,3,0,0,1,0,0,0.026584
16387,active_associative,512,0.05,4,5,1,1,1,0,0,0.030550
20483,active_associative,512,0.05,5,14,0,0,1,0,0,0.027881
24579,active_associative,512,0.05,6,12,1,1,1,0,0,0.019468
28675,active_associative,512,0.05,7,0,1,1,1,0,0,0.023904
32771,active_associative,512,0.05,8,2,1,1,1,0,0,0.021517
36867,active_associative,512,0.05,9,1,0,1,0,0,0,0.022536
40963,active_associative,512,0.05,10,14,0,0,1,0,0,0.026993
45059,active_associative,512,0.05,11,1,1,1,1,0,0,0.025079
49155,active_associative,512,0.05,12,11,1,1,1,0,0,0.036124
53251,active_associative,512,0.05,13,11,1,1,1,0,0,0.030175
57347,active_associative,512,0.05,14,4,0,0,1,0,0,0.035658
61443,active_associative,512,0.05,15,3,1,1,1,0,0,0.028757
65539,active_associative,512,0.05,16,10,0,0,1,0,0,0.027530
69635,active_associative,512,0.05,17,3,1,1,1,0,0,0.032991
73731,active_associative,512,0.05,18,13,0,0,1,0,0,0.037972
77827,active_associative,512,0.05,19,12,1,1,1,0,0,0.034381
81923,active_associative,512,0.05,20,13,1,1,1,0,0,0.033357
86019,active_associative,512,0.05,21,0,0,0,1,0,0,0.032984
90115,active_associative,512,0.05,22,8,1,1,1,0,0,0.033242
94211,active_associative,512,0.05,23,4,1,1,1,0,0,0.033851
98307,active_associative,512,0.05,24,2,0,0,1,0,0,0.028635
102403,active_associative,512,0.05,25,11,0,0,1,0,0,0.030341
106499,active_associative,512,0.05,26,14,1,1,1,0,0,0.033272
110595,active_associative,512,0.05,27,15,1,0,0,0,0,0.036260
114691,active_associative,512,0.05,28,5,1,1,1,0,0,0.028748
118787,active_associative,512,0.05,29,12,1,1,1,0,0,0.026907
122883,active_associative,512,0.05,30,3,0,0,1,0,0,0.025703
126979,active_associative,512,0.05,31,2,1,1,1,0,0,0.031761
131075,active_associative,512,0.05,32,14,0,0,1,0,0,0.036359
135171,active_associative,512,0.05,33,3,0,0,1,0,0,0.036382
139267,active_associative,512,0.05,34,4,1,1,1,0,0,0.026630
143363,active_associative,512,0.05,35,4,0,0,1,0,0,0.030764
147459,active_associative,512,0.05,36,10,0,0,1,0,0,0.029316
151555,active_associative,512,0.05,37,4,0,0,1,0,0,0.028899
155651,active_associative,512,0.05,38,8,1,1,1,0,0,0.032534
159747,active_associative,512,0.05,39,15,1,1,1,0,0,0.027960
163843,active_associative,512,0.05,40,7,0,0,1,0,0,0.029895
167939,active_associative,512,0.05,41,15,0,0,1,0,0,0.031052
172035,active_associative,512,0.05,42,2,1,1,1,0,0,0.027716
176131,active_associative,512,0.05,43,9,0,0,1,0,0,0.028139
180227,active_associative,512,0.05,44,5,0,0,1,0,0,0.024156
184323,active_associative,512,0.05,45,1,0,0,1,0,0,0.025201
188419,active_associative,512,0.05,46,1,1,1,1,0,0,0.029444
192515,active_associative,512,0.05,47,1,1,1,1,0,0,0.026140
196611,active_associative,512,0.05,48,13,0,0,1,0,0,0.029838
200707,active_associative,512,0.05,49,0,0,0,1,0,0,0.023431
204803,active_associative,512,0.05,50,13,1,1,1,0,0,0.032002
4100,active_associative,512,0.05,1,6,0,0,1,0,0,0.027367
8196,active_associative,512,0.05,2,4,1,1,1,0,0,0.036381
12292,active_associative,512,0.05,3,15,1,1,1,0,0,0.026908
16388,active_associative,512,0.05,4,14,0,0,1,0,0,0.035886
20484,active_associative,512,0.05,5,7,0,0,1,0,0,0.028533
24580,active_associative,512,0.05,6,7,1,1,1,0,0,0.039599
28676,active_associative,512,0.05,7,8,0,0,1,0,0,0.033048
32772,active_associative,512,0.05,8,1,0,0,1,0,0,0.022184
36868,active_associative,512,0.05,9,3,0,0,1,0,0,0.031201
40964,active_associative,512,0.05,10,7,1,1,1,0,0,0.025688
45060,active_associative,512,0.05,11,3,1,1,1,0,0,0.031810
49156,active_associative,512,0.05,12,7,0,1,0,0,0,0.032764
53252,active_associative,512,0.05,13,12,0,0,1,0,0,0.029823
57348,active_associative,512,0.05,14,12,1,1,1,0,0,0.033020
61444,active_associative,512,0.05,15,8,0,0,1,0,0,0.033199
65540,active_associative,512,0.05,16,12,1,1,1,0,0,0.029229
69636,active_associative,512,0.05,17,9,1,1,1,0,0,0.025409
73732,active_associative,512,0.05,18,0,0,0,1,0,0,0.031637
77828,active_associative,512,0.05,19,8,0,0,1,0,0,0.026945
81924,active_associative,512,0.05,20,3,1,1,1,0,0,0.029644
86020,active_associative,512,0.05,21,11,0,0,1,0,0,0.034009
90116,active_associative,512,0.05,22,2,1,1,1,0,0,0.029775
94212,active_associative,512,0.05,23,3,1,1,1,0,0,0.026935
98308,active_associative,512,0.05,24,14,0,0,1,0,0,0.024936
102404,active_associative,512,0.05,25,12,0,0,1,0,0,0.038975
106500,active_associative,512,0.05,26,14,1,1,1,0,0,0.024428
110596,active_associative,512,0.05,27,13,1,1,1,0,0,0.028985
114692,active_associative,512,0.05,28,12,0,0,1,0,0,0.027896
118788,active_associative,512,0.05,29,13,0,0,1,0,0,0.028400
122884,active_associative,512,0.05,30,9,0,0,1,0,0,0.029868
126980,active_associative,512,0.05,31,5,1,1,1,0,0,0.031239
131076,active_associative,512,0.05,32,7,0,0,1,0,0,0.022241
135172,active_associative,512,0.05,33,5,0,0,1,0,0,0.030977
139268,active_associative,512,0.05,34,12,0,0,1,0,0,0.023947
143364,active_associative,512,0.05,35,2,0,0,1,0,0,0.030275
147460,active_associative,512,0.05,36,3,0,0,1,0,0,0.023954
151556,active_associative,512,0.05,37,15,0,0,1,0,0,0.025109
155652,active_associative,512,0.05,38,12,1,1,1,0,0,0.034060
159748,active_associative,512,0.05,39,0,0,0,1,0,0,0.033543
163844,active_associative,512,0.05,40,2,0,0,1,0,0,0.029214
167940,active_associative,512,0.05,41,9,1,1,1,0,0,0.035435
172036,active_associative,512,0.05,42,12,1,1,1,0,0,0.018758
176132,active_associative,512,0.05,43,10,0,0,1,0,0,0.030468
180228,active_associative,512,0.05,44,1,1,1,1,0,0,0.031694
184324,active_associative,512,0.05,45,7,0,1,0,0,0,0.028350
188420,active_associative,512,0.05,46,8,0,0,1,0,0,0.035535
192516,active_associative,512,0.05,47,15,1,1,1,0,0,0.026333
196612,active_associative,512,0.05,48,12,1,1,1,0,0,0.033272
200708,active_associative,512,0.05,49,11,0,0,1,0,0,0.026505
204804,active_associative,512,0.05,50,3,0,0,1,0,0,0.026527
4101,active_associative,512,0.05,1,4,0,0,1,0,0,0.028390
8197,active_associative,512,0.05,2,6,1,1,1,0,0,0.026240
12293,active_associative,512,0.05,3,15,0,0,1,0,0,0.029488
16389,active_associative,512,0.05,4,8,1,1,1,0,0,0.037922
20485,active_associative,512,0.05,5,13,1,1,1,0,0,0.024857
24581,active_associative,512,0.05,6,13,1,1,1,0,0,0.029766
28677,active_associative,512,0.05,7,9,0,0,1,0,0,0.028053
32773,active_associative,512,0.05,8,10,1,1,1,0,0,0.031328
36869,active_associative,512,0.05,9,2,0,0,1,0,0,0.029395
40965,active_associative,512,0.05,10,15,0,0,1,0,0,0.025122
45061,active_associative,512,0.05,11,15,0,0,1,0,0,0.033100
49157,active_associative,512,0.05,12,0,0,0,1,0,0,0.019174
53253,active_associative,512,0.05,13,11,0,0,1,0,0,0.029016
57349,active_associative,512,0.05,14,2,1,1,1,0,0,0.024428
61445,active_associative,512,0.05,15,12,1,1,1,0,0,0.031981
65541,active_associative,512,0.05,16,15,0,0,1,0,0,0.029891
69637,active_associative,512,0.05,17,9,1,0,0,0,0,0.030957
73733,active_associative,512,0.05,18,4,1,1,1,0,0,0.030160
77829,active_associative,512,0.05,19,1,1,1,1,0,0,0.034604
81925,active_associative,512,0.05,20,2,0,0,1,0,0,0.037070
86021,active_associative,512,0.05,21,10,1,1,1,0,0,0.027216
90117,active_associative,512,0.05,22,13,0,0,1,0,0,0.027480
94213,active_associative,512,0.05,23,7,1,1,1,0,0,0.033947
98309,active_associative,512,0.05,24,9,0,0,1,0,0,0.030404
102405,active_associative,512,0.05,25,11,1,1,1,0,0,0.026069
106501,active_associative,512,0.05,26,13,1,1,1,0,0,0.032454
110597,active_associative,512,0.05,27,13,1,1,1,0,0,0.030061
114693,active_associative,512,0.05,28,4,1,1,1,0,0,0.029651
118789,active_associative,512,0.05,29,12,0,0,1,0,0,0.032327
122885,active_associative,512,0.05,30,5,0,0,1,0,0,0.031328
126981,active_associative,512,0.05,31,3,0,0,1,0,0,0.030877
131077,active_associative,512,0.05,32,6,0,0,1,0,0,0.029709
135173,active_associative,512,0.05,33,15,1,1,1,0,0,0.029565
139269,active_associative,512,0.05,34,4,1,1,1,0,0,0.026641
143365,active_associative,512,0.05,35,10,0,0,1,0,0,0.027775
147461,active_associative,512,0.05,36,5,1,1,1,0,0,0.035005
151557,active_associative,512,0.05,37,2,0,0,1,0,0,0.026412
155653,active_associative,512,0.05,38,9,0,0,1,0,0,0.028419
159749,active_associative,512,0.05,39,15,0,0,1,0,0,0.021646
163845,active_associative,512,0.05,40,2,0,0,1,0,0,0.029200
167941,active_associative,512,0.05,41,9,0,0,1,0,0,0.029028
172037,active_associative,512,0.05,42,7,0,0,1,0,0,0.031409
176133,active_associative,512,0.05,43,2,1,1,1,0,0,0.028010
180229,active_associative,512,0.05,44,5,1,1,1,0,0,0.035693
184325,active_associative,512,0.05,45,4,1,1,1,0,0,0.028691
188421,active_associative,512,0.05,46,10,1,1,1,0,0,0.025925
192517,active_associative,512,0.05,47,4,1,1,1,0,0,0.031443
196613,active_associative,512,0.05,48,7,0,0,1,0,0,0.026481
200709,active_associative,512,0.05,49,5,1,1,1,0,0,0.029386
204805,active_associative,512,0.05,50,5,0,0,1,0,0,0.026041
4102,active_associative,512,0.05,1,7,0,0,1,0,0,0.029494
8198,active_associative,512,0.05,2,1,0,0,1,0,0,0.032869
12294,active_associative,512,0.05,3,11,0,1,0,0,0,0.018997
16390,active_associative,512,0.05,4,10,1,1,1,0,0,0.035428
20486,active_associative,512,0.05,5,13,1,1,1,0,0,0.024348
24582,active_associative,512,0.05,6,5,1,1,1,0,0,0.027423
28678,active_associative,512,0.05,7,5,1,1,1,0,0,0.023475
32774,active_associative,512,0.05,8,12,1,1,1,0,0,0.017993
36870,active_associative,512,0.05,9,13,1,1,1,0,0,0.025101
40966,active_associative,512,0.05,10,4,1,1,1,0,0,0.021725
45062,active_associative,512,0.05,11,5,1,1,1,0,0,0.041505
49158,active_associative,512,0.05,12,6,0,0,1,0,0,0.035006
53254,active_associative,512,0.05,13,4,1,1,1,0,0,0.028033
57350,active_associative,512,0.05,14,7,0,0,1,0,0,0.032081
61446,active_associative,512,0.05,15,2,1,1,1,0,0,0.031721
65542,active_associative,512,0.05,16,11,1,1,1,0,0,0.024291
69638,active_associative,512,0.05,17,6,1,1,1,0,0,0.031228
73734,active_associative,512,0.05,18,3,0,0,1,0,0,0.031343
77830,active_associative,512,0.05,19,10,0,0,1,0,0,0.026707
81926,active_associative,512,0.05,20,13,1,1,1,0,0,0.027974
86022,active_associative,512,0.05,21,10,1,1,1,0,0,0.032289
90118,active_associative,512,0.05,22,5,0,0,1,0,0,0.031336
94214,active_associative,512,0.05,23,14,1,1,1,0,0,0.026168
98310,active_associative,512,0.05,24,1,1,1,1,0,0,0.034883
102406,active_associative,512,0.05,25,0,0,0,1,0,0,0.030232
106502,active_associative,512,0.05,26,10,0,0,1,0,0,0.029833
110598,active_associative,512,0.05,27,9,0,0,1,0,0,0.022406
114694,active_associative,512,0.05,28,15,0,0,1,0,0,0.030053
118790,active_associative,512,0.05,29,3,0,0,1,0,0,0.030748
122886,active_associative,512,0.05,30,10,0,0,1,0,0,0.029945
126982,active_associative,512,0.05,31,8,1,1,1,0,0,0.031043
131078,active_associative,512,0.05,32,9,1,1,1,0,0,0.028662
135174,active_associative,512,0.05,33,15,0,0,1,0,0,0.026651
139270,active_associative,512,0.05,34,7,1,1,1,0,0,0.028992
143366,active_associative,512,0.05,35,5,1,1,1,0,0,0.023525
147462,active_associative,512,0.05,36,1,1,1,1,0,0,0.033056
151558,active_associative,512,0.05,37,9,1,1,1,0,0,0.035851
155654,active_associative,512,0.05,38,3,1,1,1,0,0,0.022227
159750,active_associative,512,0.05,39,0,1,1,1,0,0,0.026147
163846,active_associative,512,0.05,40,11,1,1,1,0,0,0.027818
167942,active_associative,512,0.05,41,2,0,0,1,0,0,0.029243
172038,active_associative,512,0.05,42,6,1,1,1,0,0,0.034333
176134,active_associative,512,0.05,43,2,0,0,1,0,0,0.026842
180230,active_associative,512,0.05,44,0,0,0,1,0,0,0.029488
184326,active_associative,512,0.05,45,3,0,0,1,0,0,0.030391
188422,active_associative,512,0.05,46,5,0,0,1,0,0,0.031493
192518,active_associative,512,0.05,47,5,0,0,1,0,0,0.022141
196614,active_associative,512,0.05,48,0,0,0,1,0,0,0.017626
200710,active_associative,512,0.05,49,2,1,1,1,0,0,0.028426
204806,active_associative,512,0.05,50,11,0,0,1,0,0,0.031235
4103,active_associative,512,0.05,1,8,0,0,1,0,0,0.029343
8199,active_associative,512,0.05,2,12,1,1,1,0,0,0.029036
12295,active_associative,512,0.05,3,6,1,1,1,0,0,0.026398
16391,active_associative,512,0.05,4,2,0,0,1,0,0,0.028778
20487,active_associative,512,0.05,5,4,0,0,1,0,0,0.029022
24583,active_associative,512,0.05,6,11,1,1,1,0,0,0.020730
28679,active_associative,512,0.05,7,3,0,0,1,0,0,0.023467
32775,active_associative,512,0.05,8,12,0,0,1,0,0,0.032190
36871,active_associative,512,0.05,9,3,0,0,1,0,0,0.034181
40967,active_associative,512,0.05,10,1,0,0,1,0,0,0.026176
45063,active_associative,512,0.05,11,12,0,0,1,0,0,0.028476
49159,active_associative,512,0.05,12,7,1,1,1,0,0,0.030494
53255,active_associative,512,0.05,13,11,1,1,1,0,0,0.030619
57351,active_associative,512,0.05,14,2,1,1,1,0,0,0.025261
61447,active_associative,512,0.05,15,0,1,1,1,0,0,0.032382
65543,active_associative,512,0.05,16,0,0,0,1,0,0,0.036137
69639,active_associative,512,0.05,17,10,0,0,1,0,0,0.032991
73735,active_associative,512,0.05,18,4,0,0,1,0,0,0.036352
77831,active_associative,512,0.05,19,4,1,1,1,0,0,0.024606
81927,active_associative,512,0.05,20,8,1,1,1,0,0,0.031179
86023,active_associative,512,0.05,21,14,0,0,1,0,0,0.028777
90119,active_associative,512,0.05,22,7,0,0,1,0,0,0.033930
94215,active_associative,512,0.05,23,4,1,1,1,0,0,0.028240
98311,active_associative,512,0.05,24,0,1,1,1,0,0,0.033344
102407,active_associative,512,0.05,25,4,0,0,1,0,0,0.033465
106503,active_associative,512,0.05,26,1,1,1,1,0,0,0.030031
110599,active_associative,512,0.05,27,0,0,0,1,0,0,0.035479
114695,active_associative,512,0.05,28,1,1,1,1,0,0,0.031744
118791,active_associative,512,0.05,29,14,0,1,0,0,0,0.031768
122887,active_associative,512,0.05,30,7,1,1,1,0,0,0.034159
126983,active_associative,512,0.05,31,5,0,0,1,0,0,0.036196
131079,active_associative,512,0.05,32,10,1,1,1,0,0,0.042123
135175,active_associative,512,0.05,33,11,0,0,1,0,0,0.038946
139271,active_associative,512,0.05,34,2,0,0,1,0,0,0.023024
143367,active_associative,512,0.05,35,3,0,0,1,0,0,0.028714
147463,active_associative,512,0.05,36,2,0,0,1,0,0,0.026465
151559,active_associative,512,0.05,37,11,1,1,1,0,0,0.033043
155655,active_associative,512,0.05,38,0,0,0,1,0,0,0.033787
159751,active_associative,512,0.05,39,13,0,0,1,0,0,0.028584
163847,active_associative,512,0.05,40,8,0,0,1,0,0,0.028197
167943,active_associative,512,0.05,41,3,0,0,1,0,0,0.029307
172039,active_associative,512,0.05,42,4,1,1,1,0,0,0.034317
176135,active_associative,512,0.05,43,8,1,1,1,0,0,0.028089
180231,active_associative,512,0.05,44,6,1,1,1,0,0,0.017984
184327,active_associative,512,0.05,45,9,1,1,1,0,0,0.026492
188423,active_associative,512,0.05,46,15,1,1,1,0,0,0.028519
192519,active_associative,512,0.05,47,5,0,0,1,0,0,0.030017
196615,active_associative,512,0.05,48,8,1,1,1,0,0,0.030669
200711,active_associative,512,0.05,49,3,0,0,1,0,0,0.034024
204807,active_associative,512,0.05,50,6,1,1,1,0,0,0.031631
4104,active_associative,512,0.05,1,2,1,1,1,0,0,0.036625
8200,active_associative,512,0.05,2,10,1,1,1,0,0,0.030089
12296,active_associative,512,0.05,3,0,0,0,1,0,0,0.029769
16392,active_associative,512,0.05,4,2,0,0,1,0,0,0.030091
20488,active_associative,512,0.05,5,2,1,1,1,0,0,0.030010
24584,active_associative,512,0.05,6,4,0,0,1,0,0,0.030385
28680,active_associative,512,0.05,7,4,1,1,1,0,0,0.029085
32776,active_associative,512,0.05,8,7,1,1,1,0,0,0.027954
36872,active_associative,512,0.05,9,6,1,1,1,0,0,0.027337
40968,active_associative,512,0.05,10,15,0,0,1,0,0,0.030018
45064,active_associative,512,0.05,11,14,0,0,1,0,0,0.029057
49160,active_associative,512,0.05,12,1,0,0,1,0,0,0.027094
53256,active_associative,512,0.05,13,13,1,1,1,0,0,0.024556
57352,active_associative,512,0.05,14,5,0,1,0,0,0,0.028169
61448,active_associative,512,0.05,15,13,0,0,1,0,0,0.029259
65544,active_associative,512,0.05,16,1,0,0,1,0,0,0.027358
69640,active_associative,512,0.05,17,4,1,1,1,0,0,0.025718
73736,active_associative,512,0.05,18,13,0,0,1,0,0,0.031271
77832,active_associative,512,0.05,19,15,0,0,1,0,0,0.026276
81928,active_associative,512,0.05,20,0,1,1,1,0,0,0.028670
86024,active_associative,512,0.05,21,8,1,1,1,0,0,0.017769
90120,active_associative,512,0.05,22,1,1,1,1,0,0,0.030031
94216,active_associative,512,0.05,23,9,1,1,1,0,0,0.032561
98312,active_associative,512,0.05,24,0,0,0,1,0,0,0.024334
102408,active_associative,512,0.05,25,14,1,1,1,0,0,0.023911
106504,active_associative,512,0.05,26,6,0,0,1,0,0,0.031343
110600,active_associative,512,0.05,27,13,1,1,1,0,0,0.026032
114696,active_associative,512,0.05,28,0,0,0,1,0,0,0.029293
118792,active_associative,512,0.05,29,1,1,1,1,0,0,0.027179
122888,active_associative,512,0.05,30,0,0,0,1,0,0,0.028161
126984,active_associative,512,0.05,31,3,1,1,1,0,0,0.029358
131080,active_associative,512,0.05,32,10,1,1,1,0,0,0.032896
135176,active_associative,512,0.05,33,11,1,1,1,0,0,0.033100
139272,active_associative,512,0.05,34,3,1,1,1,0,0,0.027430
143368,active_associative,512,0.05,35,12,1,1,1,0,0,0.021983
147464,active_associative,512,0.05,36,7,0,0,1,0,0,0.028361
151560,active_associative,512,0.05,37,15,0,0,1,0,0,0.033616
155656,active_associative,512,0.05,38,1,0,0,1,0,0,0.035006
159752,active_associative,512,0.05,39,13,1,1,1,0,0,0.021689
163848,active_associative,512,0.05,40,4,0,0,1,0,0,0.025145
167944,active_associative,512,0.05,41,2,1,1,1,0,0,0.031172
172040,active_associative,512,0.05,42,9,0,0,1,0,0,0.035614
176136,active_associative,512,0.05,43,0,0,0,1,0,0,0.031070
180232,active_associative,512,0.05,44,11,1,1,1,0,0,0.030807
184328,active_associative,512,0.05,45,6,0,0,1,0,0,0.029079
188424,active_associative,512,0.05,46,13,0,0,1,0,0,0.029508
192520,active_associative,512,0.05,47,10,1,1,1,0,0,0.039563
196616,active_associative,512,0.05,48,8,0,0,1,0,0,0.025287
200712,active_associative,512,0.05,49,4,0,0,1,0,0,0.028076
204808,active_associative,512,0.05,50,9,0,0,1,0,0,0.027288
4105,active_associative,512,0.05,1,4,1,1,1,0,0,0.027438
8201,active_associative,512,0.05,2,7,1,1,1,0,0,0.026412
12297,active_associative,512,0.05,3,8,1,1,1,0,0,0.026469
16393,active_associative,512,0.05,4,10,1,0,0,0,0,0.030011
20489,active_associative,512,0.05,5,1,1,1,1,0,0,0.029573
24585,active_associative,512,0.05,6,3,1,1,1,0,0,0.030167
28681,active_associative,512,0.05,7,10,0,0,1,0,0,0.034970
32777,active_associative,512,0.05,8,7,1,1,1,0,0,0.024986
36873,active_associative,512,0.05,9,7,1,1,1,0,0,0.028075
40969,active_associative,512,0.05,10,12,0,0,1,0,0,0.038488
45065,active_associative,512,0.05,11,11,0,1,0,0,0,0.031810
49161,active_associative,512,0.05,12,13,1,1,1,0,0,0.029472
53257,active_associative,512,0.05,13,12,1,1,1,0,0,0.035578
57353,active_associative,512,0.05,14,0,0,0,1,0,0,0.036402
61449,active_associative,512,0.05,15,13,1,1,1,0,0,0.036768
65545,active_associative,512,0.05,16,1,0,0,1,0,0,0.029573
69641,active_associative,512,0.05,17,12,0,0,1,0,0,0.031027
73737,active_associative,512,0.05,18,10,0,0,1,0,0,0.030900
